Lead_Id,LeadSource,Industry,Title,Country,NumberOfEmployees,AnnualRevenue,Email_Domain_Type,CreatedDate,Converted
00Q0000800,Email Campaign,Hospitality,Team Lead,Morocco,17,1029000.0,Personnel,2025-08-10,0
00Q0000801,Cold Call,Technology,Director,Belgium,71,2371000.0,Professionnel,2024-12-11,0
00Q0000802,Webinar,Technology,Manager,Morocco,47,3534000.0,Personnel,2025-02-14,1
00Q0000803,Webinar,Telecommunications,Senior Manager,Germany,257,25945000.0,Professionnel,2025-02-19,0
00Q0000804,Purchased List,Retail,Director,Belgium,234,19459000.0,Personnel,2026-04-05,0
00Q0000805,Public Relations,Environmental,Senior Manager,France,162,8909000.0,Professionnel,2025-11-20,0
00Q0000806,Purchased List,Banking,Manager,India,106,3197000.0,Personnel,2025-09-02,0
00Q0000807,Partner Referral,Finance,Team Lead,UK,16,866000.0,Professionnel,2026-09-12,1
00Q0000808,Partner Referral,Technology,Director,France,14,486000.0,Professionnel,2026-01-29,1
00Q0000809,Web,Retail,Team Lead,France,25,4145000.0,Professionnel,2026-02-22,0
00Q0000810,Cold Call,Hospitality,Manager,UAE,206,5730000.0,Professionnel,2025-12-08,0
00Q0000811,Phone Inquiry,Manufacturing,Individual Contributor,Canada,121,6265000.0,Professionnel,2026-05-20,0
00Q0000812,Email Campaign,Engineering,Team Lead,Netherlands,271,5400000.0,Professionnel,2026-03-31,0
00Q0000813,Social Media,Food & Beverage,Senior Manager,Morocco,229,12382000.0,Professionnel,2025-09-08,0
00Q0000814,Partner Referral,Technology,Senior Manager,France,29,1064000.0,Professionnel,2025-01-25,1
00Q0000815,Social Media,Shipping,Intern,Germany,34,1033000.0,Personnel,2026-08-17,0
00Q0000816,Trade Show,Transportation,Team Lead,USA,56,12798000.0,Professionnel,2026-08-19,0
00Q0000817,Cold Call,Finance,Manager,USA,19,1561000.0,Personnel,2025-12-07,0
00Q0000818,Employee Referral,Engineering,Team Lead,USA,280,83448000.0,Professionnel,2024-11-06,1
00Q0000819,Advertisement,Engineering,Individual Contributor,France,16,718000.0,Professionnel,2026-03-24,0
00Q0000820,Trade Show,Communications,Individual Contributor,Italy,18,1824000.0,Professionnel,2025-10-27,1
00Q0000821,Webinar,Hospitality,Senior Manager,Morocco,174,27501000.0,Personnel,2026-03-06,1
00Q0000822,Web,Healthcare,Team Lead,France,28,979000.0,Professionnel,2026-02-25,0
00Q0000823,Employee Referral,Telecommunications,Director,Canada,159,21219000.0,Professionnel,2025-01-26,1
00Q0000824,Purchased List,Finance,Director,France,10,613000.0,Personnel,2026-06-17,0
00Q0000825,Partner Referral,Retail,Senior Manager,UAE,81,3194000.0,Personnel,2026-08-14,1
00Q0000826,Purchased List,Finance,C-Level,Italy,82,8178000.0,Professionnel,2026-04-04,0
00Q0000827,Employee Referral,Technology,Individual Contributor,USA,23,917000.0,Professionnel,2024-10-23,0
00Q0000828,Email Campaign,Environmental,Intern,India,71,5172000.0,Professionnel,2026-03-31,0
00Q0000829,Employee Referral,Consulting,Team Lead,USA,26,673000.0,Personnel,2025-06-05,1
00Q0000830,Advertisement,Engineering,Manager,UK,53,6100000.0,Personnel,2026-04-13,0
00Q0000831,Partner Referral,Utilities,Manager,France,834,122314000.0,Professionnel,2026-05-09,1
00Q0000832,Webinar,Construction,Director,Germany,1921,142489000.0,Professionnel,2024-11-01,1
00Q0000833,Partner Referral,Technology,Manager,USA,573,40822000.0,Professionnel,2026-02-13,1
00Q0000834,Web,Government,Individual Contributor,UK,24,1399000.0,Personnel,2026-03-18,0
00Q0000835,Advertisement,Government,Manager,USA,18,1221000.0,Professionnel,2025-05-08,0
00Q0000836,Cold Call,Retail,Director,Morocco,165,9975000.0,Personnel,2025-03-19,1
00Q0000837,Web,Healthcare,Director,UK,167,10405000.0,Personnel,2025-06-29,0
00Q0000838,Purchased List,Finance,Senior Manager,USA,1432,58354000.0,Professionnel,2026-08-24,0
00Q0000839,Web,Retail,Manager,UAE,64,5314000.0,Professionnel,2026-06-13,1
00Q0000840,Web,Communications,Team Lead,Belgium,70,4514000.0,Professionnel,2026-08-09,0
00Q0000841,Social Media,Education,Director,USA,75,8379000.0,Personnel,2026-06-28,1
00Q0000842,Trade Show,Finance,Individual Contributor,France,36,3491000.0,Personnel,2025-08-30,0
00Q0000843,Web,Education,Director,France,16,605000.0,Professionnel,2026-02-17,0
00Q0000844,Trade Show,Consulting,Manager,Germany,426,21033000.0,Professionnel,2024-09-18,0
00Q0000845,Phone Inquiry,Not For Profit,Team Lead,France,53,4694000.0,Personnel,2025-04-25,0
00Q0000846,Partner Referral,Hospitality,Manager,UK,175,8571000.0,Personnel,2025-09-04,0
00Q0000847,Cold Call,Manufacturing,Manager,Morocco,115,20622000.0,Professionnel,2025-05-03,0
00Q0000848,Webinar,Communications,Intern,UK,22,943000.0,Professionnel,2026-04-08,0
00Q0000849,Webinar,Healthcare,Manager,Morocco,10,893000.0,Personnel,2024-12-08,0
00Q0000850,Employee Referral,Technology,Individual Contributor,Spain,88,9695000.0,Personnel,2026-03-20,1
00Q0000851,Web,Energy,Intern,Germany,122,6585000.0,Professionnel,2026-01-31,0
00Q0000852,Email Campaign,Technology,Manager,Italy,392,12912000.0,Professionnel,2026-06-16,0
00Q0000853,Email Campaign,Healthcare,Senior Manager,UAE,492,39837000.0,Professionnel,2024-09-18,1
00Q0000854,Social Media,Recreation,Director,Canada,80,4791000.0,Professionnel,2025-10-13,0
00Q0000855,Email Campaign,Telecommunications,Team Lead,Germany,58,3304000.0,Personnel,2025-12-25,0
00Q0000856,Advertisement,Education,Individual Contributor,USA,211,16082000.0,Professionnel,2025-04-12,0
00Q0000857,Webinar,Finance,VP,Germany,933,37439000.0,Professionnel,2026-01-12,1
00Q0000858,Partner Referral,Consulting,Senior Manager,France,518,21745000.0,Professionnel,2025-06-19,1
00Q0000859,Purchased List,Education,Senior Manager,Spain,147,4369000.0,Professionnel,2025-11-09,0
00Q0000860,Trade Show,Retail,C-Level,Morocco,29,1251000.0,Professionnel,2026-02-13,0
00Q0000861,Social Media,Consulting,Director,UK,53,3798000.0,Professionnel,2025-08-26,1
00Q0000862,Advertisement,Manufacturing,Manager,UAE,409,19014000.0,Professionnel,2026-05-18,0
00Q0000863,Trade Show,Apparel,Manager,France,339,14295000.0,Personnel,2025-08-05,0
00Q0000864,Advertisement,Media,Director,Canada,479,25560000.0,Professionnel,2026-03-14,0
00Q0000865,Webinar,Consulting,VP,Belgium,102,6260000.0,Professionnel,2025-01-26,1
00Q0000866,Purchased List,Finance,Manager,Germany,180,10355000.0,Professionnel,2026-06-07,0
00Q0000867,Purchased List,Healthcare,Team Lead,France,143,10516000.0,Professionnel,2025-04-16,0
00Q0000868,Purchased List,Healthcare,Intern,UK,29,1751000.0,Professionnel,2026-03-15,0
00Q0000869,Phone Inquiry,Insurance,Senior Manager,UK,63,3960000.0,Personnel,2026-01-23,1
00Q0000870,Webinar,Engineering,Manager,USA,28,1828000.0,Professionnel,2025-08-08,1
00Q0000871,Partner Referral,Transportation,Individual Contributor,France,1675,82060000.0,Professionnel,2026-04-22,1
00Q0000872,Cold Call,Food & Beverage,C-Level,Canada,163,4500000.0,Professionnel,2026-04-27,1
00Q0000873,Webinar,Energy,Manager,France,59,5507000.0,Professionnel,2026-02-25,1
00Q0000874,Webinar,Manufacturing,Intern,Canada,5,914000.0,Personnel,2026-08-01,0
00Q0000875,Partner Referral,Food & Beverage,Manager,USA,42,2301000.0,Professionnel,2026-07-04,1
00Q0000876,Phone Inquiry,Telecommunications,Senior Manager,USA,51,1741000.0,Professionnel,2024-11-10,0
00Q0000877,Phone Inquiry,Manufacturing,Director,India,178,6575000.0,Professionnel,2025-05-26,1
00Q0000878,Webinar,Engineering,VP,India,2786,59256000.0,Professionnel,2025-05-07,0
00Q0000879,Trade Show,Communications,Individual Contributor,UK,39,1669000.0,Professionnel,2026-07-02,0
00Q0000880,Email Campaign,Agriculture,Director,France,1008,97844000.0,Professionnel,2025-06-12,1
00Q0000881,Web,Finance,Manager,France,998,51760000.0,Professionnel,2025-08-14,1
00Q0000882,Email Campaign,Machinery,Team Lead,Germany,160,8412000.0,Personnel,2025-02-06,0
00Q0000883,Email Campaign,Media,Director,USA,13,432000.0,Professionnel,2025-10-30,0
00Q0000884,Trade Show,Retail,Intern,UK,244,6393000.0,Professionnel,2025-08-24,0
00Q0000885,Webinar,Manufacturing,Senior Manager,USA,207,29636000.0,Professionnel,2026-06-17,0
00Q0000886,Phone Inquiry,Not For Profit,Team Lead,Italy,18,1988000.0,Personnel,2025-11-14,0
00Q0000887,Social Media,Media,Manager,Morocco,94,5449000.0,Professionnel,2026-02-15,1
00Q0000888,Employee Referral,Engineering,Team Lead,USA,209,6266000.0,Professionnel,2024-12-16,1
00Q0000889,Web,Technology,Senior Manager,USA,166,8086000.0,Personnel,2025-03-29,0
00Q0000890,Web,Consulting,Individual Contributor,France,78,9714000.0,Personnel,2024-12-04,0
00Q0000891,Phone Inquiry,Retail,Individual Contributor,USA,136,7793000.0,Professionnel,2026-05-12,1
00Q0000892,Public Relations,Consulting,Manager,UK,19,805000.0,Personnel,2025-10-16,0
00Q0000893,Advertisement,Chemicals,Intern,USA,48,719000.0,Personnel,2025-08-19,0
00Q0000894,Web,Entertainment,Intern,Morocco,240,12905000.0,Professionnel,2025-09-30,0
00Q0000895,Phone Inquiry,Chemicals,Manager,UK,53,4412000.0,Professionnel,2026-03-11,0
00Q0000896,Web,Telecommunications,VP,India,159,9722000.0,Professionnel,2024-11-29,1
00Q0000897,Web,Electronics,Individual Contributor,UK,25,1342000.0,Personnel,2025-04-19,0
00Q0000898,Trade Show,Telecommunications,VP,UK,543,9653000.0,Professionnel,2026-04-15,0
00Q0000899,Social Media,Hospitality,Director,India,37,3684000.0,Personnel,2026-01-29,0
00Q0000900,Web,Not For Profit,Team Lead,USA,272,15677000.0,Personnel,2026-09-17,0
00Q0000901,Employee Referral,Retail,Manager,Germany,174,10177000.0,Personnel,2026-01-12,0
00Q0000902,Web,Education,Team Lead,Spain,58,2398000.0,Professionnel,2024-10-29,0
00Q0000903,Purchased List,Construction,Director,Belgium,8,439000.0,Professionnel,2026-05-13,0
00Q0000904,Advertisement,Chemicals,Individual Contributor,USA,247,18567000.0,Professionnel,2024-09-21,1
00Q0000905,Purchased List,Energy,Individual Contributor,France,127,23648000.0,Personnel,2025-07-02,0
00Q0000906,Web,Technology,Individual Contributor,France,46,2793000.0,Personnel,2025-09-17,0
00Q0000907,Employee Referral,Construction,Manager,Italy,259,27051000.0,Professionnel,2024-11-03,0
00Q0000908,Purchased List,Manufacturing,Team Lead,France,108,9892000.0,Personnel,2025-01-07,0
00Q0000909,Email Campaign,Finance,Director,Germany,210,29916000.0,Personnel,2024-11-01,0
00Q0000910,Social Media,Manufacturing,Intern,France,40,980000.0,Personnel,2025-09-15,0
00Q0000911,Webinar,Food & Beverage,Director,UK,206,22830000.0,Professionnel,2025-08-03,1
00Q0000912,Advertisement,Healthcare,Manager,USA,44,2007000.0,Personnel,2026-06-17,0
00Q0000913,Partner Referral,Insurance,Team Lead,France,16,1925000.0,Professionnel,2025-01-30,1
00Q0000914,Purchased List,Manufacturing,Individual Contributor,USA,13,2425000.0,Professionnel,2025-10-04,0
00Q0000915,Cold Call,Technology,Director,Canada,30,1689000.0,Professionnel,2024-11-03,0
00Q0000916,Social Media,Consulting,Manager,UK,401,34941000.0,Professionnel,2026-08-27,1
00Q0000917,Public Relations,Communications,Individual Contributor,France,96,12733000.0,Professionnel,2025-12-24,0
00Q0000918,Public Relations,Telecommunications,Director,Italy,48,1635000.0,Professionnel,2025-04-16,0
00Q0000919,Purchased List,Apparel,Director,UK,38,4323000.0,Professionnel,2025-01-20,0
00Q0000920,Cold Call,Banking,Senior Manager,UAE,19,1773000.0,Personnel,2026-07-13,0
00Q0000921,Advertisement,Healthcare,Manager,Belgium,177,7728000.0,Professionnel,2024-10-04,0
00Q0000922,Web,Hospitality,Manager,Spain,16,1258000.0,Professionnel,2025-01-01,0
00Q0000923,Trade Show,Apparel,Manager,Morocco,35,2980000.0,Professionnel,2025-07-31,0
00Q0000924,Purchased List,Finance,Manager,USA,26,817000.0,Personnel,2026-01-02,0
00Q0000925,Web,Healthcare,Senior Manager,Italy,292,14942000.0,Personnel,2025-03-25,0
00Q0000926,Phone Inquiry,Manufacturing,Individual Contributor,UAE,66,1563000.0,Professionnel,2025-03-18,0
00Q0000927,Social Media,Healthcare,Senior Manager,France,38,815000.0,Personnel,2026-05-17,0
00Q0000928,Email Campaign,Shipping,Manager,Morocco,136,8093000.0,Personnel,2025-10-07,0
00Q0000929,Web,Technology,Intern,UK,50,688000.0,Professionnel,2025-07-31,0
00Q0000930,Partner Referral,Telecommunications,Manager,UK,384,42579000.0,Professionnel,2024-11-16,1
00Q0000931,Purchased List,Healthcare,Manager,Morocco,43,2251000.0,Professionnel,2026-08-24,0
00Q0000932,Email Campaign,Healthcare,Manager,UAE,220,16097000.0,Personnel,2026-03-09,0
00Q0000933,Social Media,Government,Manager,UK,97,4524000.0,Personnel,2026-07-26,0
00Q0000934,Web,Finance,Director,Germany,95,5389000.0,Professionnel,2025-10-25,1
00Q0000935,Advertisement,Not For Profit,Individual Contributor,France,286,10498000.0,Personnel,2025-07-12,0
00Q0000936,Phone Inquiry,Machinery,Individual Contributor,UK,4742,258341000.0,Personnel,2025-08-27,0
00Q0000937,Web,Food & Beverage,VP,UK,199,14786000.0,Professionnel,2026-05-22,1
00Q0000938,Web,Retail,Individual Contributor,Belgium,433,19007000.0,Personnel,2025-12-24,0
00Q0000939,Purchased List,Manufacturing,Team Lead,Morocco,83,1266000.0,Personnel,2026-01-13,0
00Q0000940,Partner Referral,Apparel,Individual Contributor,France,187,14263000.0,Professionnel,2026-04-14,1
00Q0000941,Web,Banking,Manager,UK,30,716000.0,Professionnel,2025-06-23,1
00Q0000942,Employee Referral,Retail,Director,USA,180,11822000.0,Professionnel,2025-10-23,0
00Q0000943,Web,Electronics,Manager,Germany,177,4942000.0,Professionnel,2026-07-04,1
00Q0000944,Partner Referral,Agriculture,Manager,UAE,176,18336000.0,Professionnel,2026-01-04,1
00Q0000945,Web,Education,Individual Contributor,Netherlands,10,521000.0,Personnel,2026-04-23,0
00Q0000946,Public Relations,Education,Manager,France,9,325000.0,Personnel,2025-06-03,0
00Q0000947,Webinar,Manufacturing,Manager,Netherlands,38,1533000.0,Personnel,2024-11-11,0
00Q0000948,Partner Referral,Engineering,Individual Contributor,Germany,60,2917000.0,Professionnel,2025-06-11,1
00Q0000949,Phone Inquiry,Biotechnology,Director,India,25,1530000.0,Professionnel,2024-10-07,0
00Q0000950,Purchased List,Entertainment,Director,India,479,42274000.0,Professionnel,2025-10-28,0
00Q0000951,Webinar,Apparel,Senior Manager,USA,569,57794000.0,Personnel,2026-02-22,1
00Q0000952,Email Campaign,Retail,Manager,UK,75,2779000.0,Personnel,2026-04-07,0
00Q0000953,Social Media,Consulting,Manager,Spain,1,31000.0,Personnel,2026-05-02,0
00Q0000954,Cold Call,Utilities,Manager,Belgium,495,25714000.0,Professionnel,2026-08-28,1
00Q0000955,Web,Energy,Senior Manager,Italy,28,1474000.0,Personnel,2024-11-02,0
00Q0000956,Email Campaign,Technology,Senior Manager,USA,87,4326000.0,Professionnel,2025-04-03,0
00Q0000957,Web,Construction,Senior Manager,USA,251,12584000.0,Personnel,2024-12-17,0
00Q0000958,Social Media,Food & Beverage,Manager,France,39,1599000.0,Professionnel,2025-04-11,0
00Q0000959,Social Media,Retail,VP,Morocco,87,3562000.0,Professionnel,2026-05-09,1
00Q0000960,Cold Call,Communications,Team Lead,France,1882,305084000.0,Professionnel,2024-12-15,1
00Q0000961,Phone Inquiry,Technology,VP,France,289,22158000.0,Professionnel,2024-10-15,0
00Q0000962,Purchased List,Insurance,VP,India,84,3194000.0,Personnel,2026-07-17,0
00Q0000963,Web,Energy,Manager,Germany,40,3337000.0,Personnel,2026-01-27,0
00Q0000964,Email Campaign,Government,Senior Manager,USA,39,8252000.0,Professionnel,2024-11-16,0
00Q0000965,Web,Construction,Individual Contributor,France,55,6906000.0,Personnel,2024-10-27,0
00Q0000966,Employee Referral,Healthcare,Manager,UK,137,1784000.0,Professionnel,2025-05-14,1
00Q0000967,Purchased List,Machinery,Manager,USA,185,19761000.0,Personnel,2025-08-01,0
00Q0000968,Web,Manufacturing,Manager,Italy,74,2574000.0,Personnel,2024-12-09,0
00Q0000969,Phone Inquiry,Finance,Manager,UK,82,2644000.0,Professionnel,2025-03-04,0
00Q0000970,Public Relations,Construction,Director,UK,415,32352000.0,Professionnel,2025-10-21,0
00Q0000971,Phone Inquiry,Transportation,Individual Contributor,Belgium,53,4344000.0,Professionnel,2025-03-24,0
00Q0000972,Advertisement,Machinery,Manager,France,73,2804000.0,Professionnel,2025-11-01,0
00Q0000973,Purchased List,Technology,Manager,USA,390,42682000.0,Professionnel,2025-02-18,0
00Q0000974,Web,Manufacturing,Director,Spain,121,7077000.0,Personnel,2025-12-19,0
00Q0000975,Web,Banking,Senior Manager,India,83,2245000.0,Professionnel,2025-02-19,0
00Q0000976,Purchased List,Insurance,Director,Morocco,142,9531000.0,Personnel,2026-03-02,0
00Q0000977,Purchased List,Manufacturing,Director,Morocco,35,1844000.0,Personnel,2026-04-19,0
00Q0000978,Web,Apparel,Director,Belgium,539,14637000.0,Professionnel,2025-01-25,0
00Q0000979,Trade Show,Hospitality,Team Lead,France,268,23350000.0,Professionnel,2025-10-18,0
00Q0000980,Web,Technology,Director,Canada,10,1334000.0,Professionnel,2026-07-10,1
00Q0000981,Advertisement,Manufacturing,Director,Italy,21,600000.0,Professionnel,2025-07-18,0
00Q0000982,Advertisement,Technology,Team Lead,Canada,79,8388000.0,Professionnel,2024-11-26,0
00Q0000983,Webinar,Consulting,Team Lead,Canada,27,1178000.0,Professionnel,2025-04-13,0
00Q0000984,Employee Referral,Retail,C-Level,Germany,18,1231000.0,Personnel,2026-04-02,1
00Q0000985,Employee Referral,Media,Manager,Morocco,19,1617000.0,Professionnel,2025-12-25,0
00Q0000986,Webinar,Entertainment,Director,Germany,476,20231000.0,Professionnel,2026-05-31,0
00Q0000987,Phone Inquiry,Technology,C-Level,Netherlands,64,5171000.0,Personnel,2026-01-02,0
00Q0000988,Webinar,Media,Individual Contributor,USA,62,1885000.0,Professionnel,2025-11-29,1
00Q0000989,Web,Education,C-Level,Spain,57,2326000.0,Personnel,2025-09-01,0
00Q0000990,Webinar,Environmental,Individual Contributor,USA,49,4329000.0,Personnel,2024-10-19,0
00Q0000991,Web,Government,C-Level,UK,1517,97364000.0,Personnel,2026-02-09,0
00Q0000992,Web,Banking,Individual Contributor,USA,107,4680000.0,Professionnel,2025-12-18,0
00Q0000993,Phone Inquiry,Technology,Senior Manager,Italy,4,236000.0,Personnel,2026-07-31,0
00Q0000994,Partner Referral,Retail,Manager,UK,5,497000.0,Professionnel,2024-12-02,0
00Q0000995,Phone Inquiry,Retail,Individual Contributor,Germany,273,17496000.0,Professionnel,2025-01-09,0
00Q0000996,Web,Manufacturing,Team Lead,Spain,118,13016000.0,Personnel,2024-12-16,0
00Q0000997,Email Campaign,Media,Director,USA,24,1579000.0,Professionnel,2025-12-31,0
00Q0000998,Purchased List,Electronics,Director,France,59,11440000.0,Professionnel,2025-08-09,0
00Q0000999,Email Campaign,Not For Profit,Senior Manager,Spain,159,17519000.0,Professionnel,2026-04-23,1
00Q0001000,Web,Banking,Intern,Morocco,14,413000.0,Professionnel,2024-10-21,0
00Q0001001,Advertisement,Construction,Team Lead,India,43,1523000.0,Professionnel,2025-05-16,0
00Q0001002,Purchased List,Construction,Individual Contributor,India,57,2984000.0,Personnel,2026-06-09,0
00Q0001003,Email Campaign,Consulting,Team Lead,France,26,892000.0,Personnel,2024-12-10,0
00Q0001004,Trade Show,Government,C-Level,UK,19,693000.0,Professionnel,2026-05-09,1
00Q0001005,Advertisement,Consulting,Individual Contributor,France,186,12723000.0,Professionnel,2026-05-20,1
00Q0001006,Purchased List,Banking,Manager,Spain,44,1638000.0,Personnel,2026-02-26,0
00Q0001007,Purchased List,Not For Profit,Individual Contributor,USA,51,7538000.0,Professionnel,2024-09-17,0
00Q0001008,Email Campaign,Manufacturing,Manager,Morocco,115,4365000.0,Professionnel,2025-03-29,0
00Q0001009,Web,Retail,Manager,Canada,1110,63030000.0,Professionnel,2026-04-30,0
00Q0001010,Trade Show,Retail,VP,USA,526,24249000.0,Personnel,2026-03-12,0
00Q0001011,Partner Referral,Banking,Manager,USA,50,1792000.0,Professionnel,2026-04-30,1
00Q0001012,Web,Retail,Manager,Netherlands,84,2365000.0,Professionnel,2026-07-07,0
00Q0001013,Webinar,Technology,Senior Manager,Morocco,109,5431000.0,Professionnel,2026-07-18,1
00Q0001014,Purchased List,Apparel,Manager,Morocco,201,8777000.0,Professionnel,2026-05-10,0
00Q0001015,Web,Machinery,Director,Germany,98,1967000.0,Professionnel,2025-02-19,0
00Q0001016,Social Media,Consulting,Manager,Spain,57,2208000.0,Professionnel,2025-11-06,0
00Q0001017,Purchased List,Manufacturing,Manager,Germany,248,20883000.0,Professionnel,2024-10-09,0
00Q0001018,Email Campaign,Biotechnology,Senior Manager,France,44,1686000.0,Professionnel,2025-10-21,0
00Q0001019,Social Media,Government,Director,Canada,36,4371000.0,Personnel,2026-04-28,0
00Q0001020,Advertisement,Finance,Individual Contributor,Netherlands,104,5748000.0,Professionnel,2025-11-23,0
00Q0001021,Phone Inquiry,Technology,Director,Morocco,29,1005000.0,Professionnel,2026-04-21,1
00Q0001022,Trade Show,Banking,Manager,USA,69,6357000.0,Professionnel,2025-03-03,0
00Q0001023,Webinar,Agriculture,VP,USA,135,7082000.0,Professionnel,2025-09-12,1
00Q0001024,Web,Healthcare,Team Lead,France,98,5404000.0,Personnel,2026-07-18,0
00Q0001025,Trade Show,Hospitality,Director,India,111,9338000.0,Professionnel,2025-02-28,1
00Q0001026,Social Media,Retail,Director,Morocco,98,2597000.0,Professionnel,2025-12-15,0
00Q0001027,Phone Inquiry,Technology,VP,Canada,327,12121000.0,Personnel,2025-06-18,1
00Q0001028,Phone Inquiry,Government,Manager,Belgium,214,15511000.0,Professionnel,2025-12-13,0
00Q0001029,Advertisement,Retail,Manager,USA,57,2394000.0,Professionnel,2024-10-02,0
00Q0001030,Advertisement,Biotechnology,Team Lead,USA,15,1739000.0,Personnel,2026-08-24,0
00Q0001031,Phone Inquiry,Finance,Senior Manager,India,65,3458000.0,Professionnel,2025-06-27,0
00Q0001032,Public Relations,Retail,Manager,UK,201,26153000.0,Personnel,2026-06-17,0
00Q0001033,Partner Referral,Insurance,Director,USA,36,1292000.0,Professionnel,2025-07-25,1
00Q0001034,Phone Inquiry,Chemicals,Director,Canada,445,12740000.0,Personnel,2026-03-30,0
00Q0001035,Purchased List,Finance,Individual Contributor,France,39,1987000.0,Personnel,2026-04-14,0
00Q0001036,Web,Retail,Director,Netherlands,5,302000.0,Professionnel,2026-03-30,1
00Q0001037,Web,Manufacturing,C-Level,UK,45,1579000.0,Professionnel,2026-08-05,0
00Q0001038,Email Campaign,Manufacturing,Manager,Canada,173,11127000.0,Professionnel,2024-11-24,0
00Q0001039,Cold Call,Engineering,Director,UAE,59,3527000.0,Professionnel,2025-01-11,0
00Q0001040,Social Media,Food & Beverage,Team Lead,Germany,80,1303000.0,Personnel,2025-06-14,0
00Q0001041,Purchased List,Education,VP,India,30,1751000.0,Professionnel,2026-02-20,0
00Q0001042,Social Media,Technology,Senior Manager,Italy,343,8691000.0,Professionnel,2024-11-17,0
00Q0001043,Trade Show,Technology,Manager,Germany,52,3135000.0,Professionnel,2024-09-19,1
00Q0001044,Web,Insurance,Director,Morocco,75,5365000.0,Professionnel,2025-09-06,1
00Q0001045,Partner Referral,Transportation,Team Lead,Germany,894,57594000.0,Personnel,2025-08-27,1
00Q0001046,Partner Referral,Apparel,Director,Germany,186,13149000.0,Professionnel,2026-08-03,1
00Q0001047,Email Campaign,Retail,Team Lead,USA,103,3868000.0,Professionnel,2025-05-26,0
00Q0001048,Trade Show,Telecommunications,Individual Contributor,Spain,259,22533000.0,Professionnel,2025-12-27,1
00Q0001049,Phone Inquiry,Technology,Manager,France,376,23166000.0,Professionnel,2026-01-09,0
00Q0001050,Web,Retail,Director,Italy,89,688000.0,Professionnel,2025-12-28,0
00Q0001051,Web,Consulting,Individual Contributor,USA,92,4342000.0,Professionnel,2026-01-12,0
00Q0001052,Partner Referral,Manufacturing,Senior Manager,UK,419,36808000.0,Professionnel,2026-08-17,1
00Q0001053,Web,Healthcare,Manager,USA,29,1211000.0,Personnel,2025-10-08,0
00Q0001054,Purchased List,Technology,Senior Manager,Netherlands,107,15771000.0,Personnel,2026-09-15,0
00Q0001055,Web,Technology,C-Level,UAE,135,4906000.0,Professionnel,2025-01-29,0
00Q0001056,Phone Inquiry,Technology,Manager,France,87,1397000.0,Professionnel,2024-12-29,1
00Q0001057,Email Campaign,Healthcare,Team Lead,Italy,193,20164000.0,Personnel,2025-09-15,0
00Q0001058,Web,Construction,Director,USA,915,31512000.0,Personnel,2026-08-11,1
00Q0001059,Email Campaign,Media,Team Lead,Spain,620,49611000.0,Professionnel,2026-05-15,0
00Q0001060,Employee Referral,Electronics,Manager,India,155,7817000.0,Professionnel,2026-01-02,1
00Q0001061,Social Media,Finance,Individual Contributor,USA,1429,159832000.0,Personnel,2025-02-14,0
00Q0001062,Email Campaign,Transportation,Manager,Spain,61,1708000.0,Professionnel,2025-12-07,0
00Q0001063,Social Media,Hospitality,Senior Manager,Morocco,72,4317000.0,Professionnel,2024-11-12,0
00Q0001064,Purchased List,Transportation,Manager,UK,1406,21697000.0,Personnel,2026-08-08,0
00Q0001065,Email Campaign,Construction,Director,France,51,5408000.0,Personnel,2025-05-31,0
00Q0001066,Phone Inquiry,Banking,Manager,USA,76,5355000.0,Professionnel,2025-02-01,1
00Q0001067,Email Campaign,Technology,Individual Contributor,Spain,2,184000.0,Personnel,2025-03-07,0
00Q0001068,Advertisement,Healthcare,Director,USA,1449,121156000.0,Professionnel,2025-03-20,1
00Q0001069,Web,Retail,Team Lead,France,102,7512000.0,Professionnel,2025-05-14,0
00Q0001070,Webinar,Healthcare,Intern,Canada,173,17510000.0,Professionnel,2026-06-10,0
00Q0001071,Web,Food & Beverage,Individual Contributor,UK,1092,49007000.0,Personnel,2025-10-07,0
00Q0001072,Public Relations,Recreation,Team Lead,India,151,7064000.0,Professionnel,2026-01-04,1
00Q0001073,Partner Referral,Manufacturing,Manager,Spain,43,3280000.0,Personnel,2024-12-10,0
00Q0001074,Webinar,Technology,Intern,USA,104,4320000.0,Professionnel,2025-01-25,0
00Q0001075,Web,Biotechnology,C-Level,Canada,241,17330000.0,Professionnel,2025-06-11,1
00Q0001076,Trade Show,Retail,Director,UK,21,1204000.0,Professionnel,2025-04-02,1
00Q0001077,Partner Referral,Entertainment,VP,France,120,11908000.0,Professionnel,2025-07-09,0
00Q0001078,Cold Call,Communications,Senior Manager,UK,30,1552000.0,Professionnel,2025-07-23,1
00Q0001079,Web,Banking,Senior Manager,Belgium,50,3192000.0,Professionnel,2026-05-24,0
00Q0001080,Webinar,Recreation,VP,Canada,3,123000.0,Personnel,2025-03-03,0
00Q0001081,Email Campaign,Education,Team Lead,France,1272,38213000.0,Personnel,2025-11-02,0
00Q0001082,Web,Retail,Individual Contributor,UAE,112,6413000.0,Professionnel,2025-03-12,0
00Q0001083,Web,Telecommunications,Senior Manager,Italy,70,11909000.0,Professionnel,2025-07-27,0
00Q0001084,Social Media,Healthcare,Director,India,19,640000.0,Personnel,2026-03-04,0
00Q0001085,Cold Call,Education,Director,France,944,75225000.0,Professionnel,2026-09-16,1
